ICD-9,DiseaseName
01623,"Tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy "
01624,"Tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01625,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01626,"Tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01630,"Tuberculosis of other urinary organs, unspecified "
01631,"Tuberculosis of other urinary organs, bacteriological or histological examination not done "
01632,"Tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present) "
01633,"Tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy "
01634,"Tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01635,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01636,"Tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01640,"Tuberculosis of epididymis, unspecified "
01641,"Tuberculosis of epididymis, bacteriological or histological examination not done "
01642,"Tuberculosis of epididymis, bacteriological or histological examination unknown (at present) "
01643,"Tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy "
01644,"Tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01645,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01646,"Tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01650,"Tuberculosis of other male genital organs, unspecified "
01651,"Tuberculosis of other male genital organs, bacteriological or histological examination not done "
01652,"Tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present) "
01653,"Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy "
01654,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01655,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01656,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01660,"Tuberculous oophoritis and salpingitis, unspecified "
01661,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done "
01662,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present) "
01663,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy "
01664,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01665,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01666,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01670,"Tuberculosis of other female genital organs, unspecified "
01671,"Tuberculosis of other female genital organs, bacteriological or histological examination not done "
01672,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present) "
01673,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy "
01674,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01675,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01676,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01690,"Genitourinary tuberculosis, unspecified, unspecified "
01691,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done "
01692,"Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present) "
01693,"Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy "
01694,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01695,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01696,"Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01700,"Tuberculosis of skin and subcutaneous cellular tissue, unspecified "
01701,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done "
01702,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present) "
01703,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy "
01704,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01705,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01706,"Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01710,"Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified "
01711,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done "
01712,"Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present) "
01713,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy "
01714,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01715,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01716,"Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01720,"Tuberculosis of peripheral lymph nodes, unspecified "
01721,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done "
01722,"Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present) "
01723,"Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy "
01724,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
01725,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically "
01726,"Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals] "
01730,"Tuberculosis of eye, unspecified "
01731,"Tuberculosis of eye, bacteriological or histological examination not done "
01732,"Tuberculosis of eye, bacteriological or histological examination unknown (at present) "
01733,"Tuberculosis of eye, tubercle bacilli found (in sputum) by microscopy "
01734,"Tuberculosis of eye, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture "
